numPos,numNeg,numStages,maxFalseAlarmRate,minHitRate,maxDepth,maxWeakCount,Precision,Total_Detections,Valid_Plates
609,206,12,0.15,0.92,12,207,0.2,5,1
702,206,12,0.13,0.88,12,207,0.0,36,0
601,206,12,0.16,0.88,12,207,0.16670000000000001,18,3
609,206,12,0.17,0.87,12,207,0.2,5,1
798,206,12,0.17,0.94,12,207,0.0291,447,13
681,206,12,0.15,0.9,12,207,0.0319,94,3
648,206,12,0.18,0.88,12,207,0.0526,38,2
689,206,12,0.11,0.92,12,207,0.11109999999999999,36,4
771,206,12,0.13,0.86,12,207,0.0444,293,13
715,206,12,0.1,0.96,12,207,0.10529999999999999,76,8
671,206,12,0.16,0.96,12,207,0.0588,17,1
760,206,12,0.1,0.94,12,207,0.0331,181,6
665,206,12,0.12,0.95,12,207,0.0,14,0
771,206,12,0.14,0.94,12,207,0.0444,293,13
713,206,12,0.12,0.89,12,207,0.10529999999999999,76,8
721,206,12,0.09,0.88,12,207,0.0882,34,3
706,206,12,0.1,0.93,12,207,0.07690000000000001,13,1
647,206,12,0.13,0.91,12,207,0.0909,22,2
786,206,12,0.13,0.92,12,207,0.0696,158,11
612,206,12,0.14,0.94,12,207,0.0,1,0
759,206,12,0.14,0.88,12,207,0.0286,35,1
640,206,12,0.09,0.92,12,207,0.25,4,1
660,206,12,0.09,0.96,12,207,0.16,25,4
628,206,12,0.12,0.92,12,207,0.0,8,0
670,206,12,0.15,0.95,12,207,0.0588,17,1
665,206,12,0.14,0.86,12,207,0.0,14,0
689,206,12,0.16,0.94,12,207,0.11109999999999999,36,4
693,206,12,0.13,0.94,12,207,0.059500000000000004,84,5
615,206,12,0.18,0.95,12,207,0.2727,11,3
799,206,12,0.11,0.9,12,207,0.0302,265,8
748,206,12,0.17,0.93,12,207,0.0347,173,6
623,206,12,0.16,0.92,12,207,0.0,5,0
708,206,12,0.1,0.94,12,207,0.1515,33,5
715,206,12,0.17,0.87,12,207,0.10529999999999999,76,8
638,206,12,0.09,0.93,12,207,0.4,5,2
763,206,12,0.16,0.96,12,207,0.0667,45,3
603,206,12,0.1,0.89,12,207,0.29410000000000003,17,5
630,206,12,0.14,0.89,12,207,0.4375,16,7
786,206,12,0.15,0.93,12,207,0.0696,158,11
746,206,12,0.17,0.89,12,207,0.0083,121,1
694,206,12,0.16,0.87,12,207,0.059500000000000004,84,5
780,206,12,0.17,0.91,12,207,0.023700000000000002,464,11
622,206,12,0.11,0.88,12,207,0.0,0,0
645,206,12,0.1,0.93,12,207,0.11109999999999999,9,1
652,206,12,0.17,0.92,12,207,0.1714,70,12
734,206,12,0.14,0.86,12,207,0.0575,87,5
704,206,12,0.14,0.89,12,207,0.094,117,11
697,206,12,0.16,0.94,12,207,0.060599999999999994,99,6
706,206,12,0.18,0.9,12,207,0.07690000000000001,13,1
752,206,12,0.17,0.87,12,207,0.0588,34,2
663,206,12,0.13,0.95,12,207,0.1818,11,2
686,206,12,0.15,0.91,12,207,0.0526,133,7
649,206,12,0.18,0.9,12,207,0.0441,68,3
658,206,12,0.15,0.93,12,207,0.0408,98,4
612,206,12,0.15,0.93,12,207,0.0,1,0
667,206,12,0.15,0.94,12,207,0.3542,48,17
600,206,12,0.09,0.88,12,207,0.1316,38,5
699,206,12,0.17,0.94,12,207,0.2143,14,3
774,206,12,0.12,0.91,12,207,0.0784,153,12
600,206,12,0.1,0.92,12,207,0.1316,38,5
720,206,12,0.17,0.95,12,207,0.1026,78,8
623,206,12,0.18,0.87,12,207,0.0,5,0
689,206,12,0.15,0.87,12,207,0.11109999999999999,36,4
721,206,12,0.12,0.9,12,207,0.0882,34,3
651,206,12,0.11,0.89,12,207,0.1765,17,3
767,206,12,0.15,0.96,12,207,0.0282,531,15
613,206,12,0.14,0.86,12,207,0.16670000000000001,12,2
724,206,12,0.1,0.95,12,207,0.1148,61,7
774,206,12,0.1,0.91,12,207,0.0784,153,12
608,206,12,0.15,0.95,12,207,0.0,0,0
721,206,12,0.13,0.94,12,207,0.0882,34,3
643,206,12,0.12,0.89,12,207,0.08,50,4
610,206,12,0.1,0.95,12,207,0.25,8,2
749,206,12,0.13,0.9,12,207,0.0192,104,2
697,206,12,0.09,0.93,12,207,0.060599999999999994,99,6
796,206,12,0.14,0.86,12,207,0.0203,197,4
632,206,12,0.15,0.9,12,207,0.0421,261,11
634,206,12,0.15,0.92,12,207,0.07139999999999999,14,1
761,206,12,0.14,0.9,12,207,0.057999999999999996,69,4
776,206,12,0.14,0.92,12,207,0.0641,156,10
687,206,12,0.11,0.89,12,207,0.0398,201,8
608,206,12,0.1,0.88,12,207,0.0,0,0
764,206,12,0.11,0.91,12,207,0.04650000000000001,215,10
632,206,12,0.1,0.95,12,207,0.0421,261,11
615,206,12,0.11,0.91,12,207,0.2727,11,3
655,206,12,0.15,0.89,12,207,0.21739999999999998,46,10
734,206,12,0.09,0.94,12,207,0.0575,87,5
649,206,12,0.17,0.95,12,207,0.0441,68,3
674,206,12,0.13,0.87,12,207,0.0588,17,1
725,206,12,0.13,0.95,12,207,0.0625,48,3
667,206,12,0.14,0.89,12,207,0.3542,48,17
705,206,12,0.15,0.96,12,207,0.075,80,6
627,206,12,0.09,0.92,12,207,0.0,29,0
636,206,12,0.17,0.9,12,207,0.16670000000000001,18,3
602,206,12,0.16,0.92,12,207,0.16670000000000001,18,3
797,206,12,0.13,0.87,12,207,0.0291,447,13
651,206,12,0.16,0.91,12,207,0.1765,17,3
673,206,12,0.18,0.88,12,207,0.2,20,4
772,206,12,0.17,0.91,12,207,0.0463,108,5
693,206,12,0.16,0.87,12,207,0.059500000000000004,84,5
757,206,12,0.17,0.9,12,207,0.16670000000000001,6,1
788,206,12,0.11,0.94,12,207,0.0545,55,3
726,206,12,0.18,0.95,12,207,0.069,87,6
714,206,12,0.15,0.94,12,207,0.125,80,10
672,206,12,0.12,0.94,12,207,0.15789999999999998,19,3
707,206,12,0.15,0.95,12,207,0.125,8,1
708,206,12,0.17,0.88,12,207,0.1515,33,5
624,206,12,0.14,0.93,12,207,0.3333,3,1
719,206,12,0.11,0.89,12,207,0.16670000000000001,54,9
627,206,12,0.11,0.9,12,207,0.0,29,0
790,206,12,0.13,0.96,12,207,0.0105,574,6
686,206,12,0.1,0.95,12,207,0.0526,133,7
665,206,12,0.12,0.88,12,207,0.0,14,0
791,206,12,0.11,0.87,12,207,0.0195,359,7
740,206,12,0.12,0.95,12,207,0.0,12,0
734,206,12,0.18,0.93,12,207,0.0575,87,5
640,206,12,0.13,0.87,12,207,0.25,4,1
754,206,12,0.14,0.88,12,207,0.2,25,5
796,206,12,0.12,0.88,12,207,0.0203,197,4
602,206,12,0.1,0.91,12,207,0.16670000000000001,18,3
639,206,12,0.09,0.89,12,207,0.0,4,0
772,206,12,0.09,0.96,12,207,0.0463,108,5
644,206,12,0.18,0.9,12,207,0.5,2,1
636,206,12,0.1,0.88,12,207,0.16670000000000001,18,3
702,206,12,0.17,0.88,12,207,0.0,36,0
726,206,12,0.17,0.92,12,207,0.069,87,6
662,206,12,0.14,0.95,12,207,0.1818,11,2
641,206,12,0.1,0.94,12,207,0.09720000000000001,72,7
773,206,12,0.12,0.89,12,207,0.0077,130,1
741,206,12,0.09,0.94,12,207,0.0753,146,11
767,206,12,0.1,0.92,12,207,0.0282,531,15
699,206,12,0.14,0.94,12,207,0.2143,14,3
650,206,12,0.16,0.88,12,207,0.1765,17,3
735,206,12,0.17,0.88,12,207,0.028300000000000002,247,7
663,206,12,0.16,0.91,12,207,0.1818,11,2
776,206,12,0.18,0.87,12,207,0.0641,156,10
634,206,12,0.16,0.91,12,207,0.07139999999999999,14,1
791,206,12,0.11,0.92,12,207,0.0195,359,7
761,206,12,0.16,0.95,12,207,0.057999999999999996,69,4
642,206,12,0.15,0.86,12,207,0.0,13,0
724,206,12,0.14,0.87,12,207,0.1148,61,7
658,206,12,0.11,0.96,12,207,0.0408,98,4
717,206,12,0.13,0.96,12,207,0.10529999999999999,19,2
683,206,12,0.14,0.87,12,207,0.0242,124,3
751,206,12,0.17,0.9,12,207,0.0588,34,2
620,206,12,0.14,0.87,12,207,0.1429,7,1
649,206,12,0.12,0.87,12,207,0.0441,68,3
633,206,12,0.14,0.88,12,207,0.3333,3,1
629,206,12,0.13,0.93,12,207,0.0,8,0
771,206,12,0.14,0.87,12,207,0.0444,293,13
763,206,12,0.16,0.9,12,207,0.0667,45,3
700,206,12,0.11,0.91,12,207,0.0667,105,7
651,206,12,0.1,0.93,12,207,0.1765,17,3
705,206,12,0.16,0.92,12,207,0.075,80,6
614,206,12,0.18,0.88,12,207,0.0,1,0
634,206,12,0.18,0.9,12,207,0.07139999999999999,14,1
656,206,12,0.17,0.89,12,207,0.21739999999999998,46,10
632,206,12,0.15,0.9,12,207,0.0421,261,11
619,206,12,0.17,0.96,12,207,0.0,4,0
742,206,12,0.13,0.95,12,207,0.0,50,0
674,206,12,0.1,0.86,12,207,0.0588,17,1
737,206,12,0.14,0.87,12,207,0.0311,193,6
693,206,12,0.16,0.93,12,207,0.059500000000000004,84,5
774,206,12,0.12,0.88,12,207,0.0784,153,12
668,206,12,0.1,0.9,12,207,0.125,32,4
641,206,12,0.17,0.92,12,207,0.09720000000000001,72,7
629,206,12,0.12,0.9,12,207,0.0,8,0
696,206,12,0.14,0.9,12,207,0.10529999999999999,57,6
696,206,12,0.14,0.98,12,207,0.10529999999999999,57,6
696,206,12,0.09,0.98,12,207,0.10529999999999999,57,6
696,206,13,0.09,0.98,12,207,0.0667,15,1
696,206,11,0.09,0.98,12,207,0.0281,462,13
696,206,11,0.09,0.98,15,207,0.0281,462,13
696,206,11,0.09,0.98,12,100,0.0281,462,13
704,206,11,0.09,0.98,12,207,0.0562,249,14
712,206,11,0.09,0.98,12,207,0.0527,493,26
725,206,11,0.09,0.98,12,207,0.035699999999999996,252,9
724,206,11,0.09,0.98,12,207,0.028900000000000002,346,10
699,206,11,0.09,0.98,12,207,0.1081,37,4
693,206,11,0.09,0.98,12,207,0.0641,156,10
711,206,11,0.09,0.98,12,207,0.0409,514,21
701,206,11,0.09,0.98,12,207,0.0209,383,8
711,206,11,0.09,0.98,12,207,0.0409,514,21
692,206,11,0.09,0.98,12,207,0.1818,11,2
710,206,11,0.09,0.98,12,207,0.0351,57,2
723,206,11,0.09,0.98,12,207,0.16670000000000001,42,7
717,206,11,0.09,0.98,12,207,0.054900000000000004,91,5
710,206,11,0.09,0.98,12,207,0.0351,57,2
704,206,11,0.09,0.98,12,207,0.0562,249,14
720,206,11,0.09,0.98,12,207,0.0336,238,8
705,206,11,0.09,0.98,12,207,0.0301,299,9
689,206,11,0.09,0.98,12,207,0.0658,76,5
729,206,11,0.09,0.98,12,207,0.0319,188,6
713,206,11,0.09,0.98,12,207,0.053200000000000004,489,26
723,206,11,0.09,0.98,12,207,0.16670000000000001,42,7
723,206,11,0.0,0.98,12,207,0.0,0,0
723,206,11,0.09,0.98,20,207,0.16670000000000001,42,7
723,206,11,0.09,0.98,2,207,1.0,1,1

2100,412,11,0.09,0.98,12,207,0.014499999999999999,1244,18
2100,491,11,0.09,0.98,12,207,0.020499999999999997,1123,23
2100,591,11,0.09,0.98,12,207,0.0412,413,17
2100,656,11,0.09,0.98,12,207,0.057999999999999996,138,8
2100,563,11,0.09,0.98,12,207,0.056299999999999996,213,12
2100,608,11,0.09,0.98,12,207,0.043899999999999995,433,19
2100,486,11,0.09,0.98,12,207,0.053200000000000004,357,19
2100,482,11,0.09,0.98,12,207,0.0147,679,10
2100,486,11,0.09,0.98,12,207,0.013500000000000002,816,11
2100,494,11,0.09,0.98,12,207,0.0492,305,15
2100,449,11,0.09,0.98,12,207,0.019,1523,29
2100,493,11,0.09,0.98,12,207,0.0216,834,18
2100,507,11,0.09,0.98,12,207,0.0187,694,13
2100,508,11,0.09,0.98,12,207,0.08990000000000001,189,17
